Complaints,0
"NEVER TRUST EXPEDIA!. I booked a trip through Expedia that included air and hotel for a week. On the confirmation that I received from Expedia it stated that I would be responsible for paying $20 per night resort fees at the end of our stay. When we checked out of the hotel we were charged $30 per night. I contacted Expedia withing 48 hours of returning home and they refused to honor their written agreement that shows I was to pay $20 per night. They also stated that they would not do anything about a booking that was already 'past'. Since these fees are to be paid when you check out of a hotel, of course the trip was already 'past'. Do not trust anything that Expedia tells you that you will owe even when you have a copy of what your agreement is. Never use Expedia!",price change
"Bad deals, prices vary so quickly, customer service isnt good.. I booked my package deal for 2 ppl from Chicago to Punta Cana (flight + hotel) for a total of $2,170.20 and i checked the price again less than 36 hours, it was $1,882.92!! $300 difference!! When I called up Expedia to help me with the variance in the package amount,...",price change
Expedia Room Booking Review. If I called the hotel direct it would have saved me $21 instead of going through Expedia I was under the impression that going through a website would save you money but it actually does not I'm personally will never use Expedia again,price change
"Expedia Room Booking Review from Rockcreek, Oregon. Our booked hotel was sold out (and most hotels) and showed our reservation as cancelled. Expedia showed our reservation as active and attempted to relocate us. The first relocation specialist put me on and off hold for 1 1/2 hours but found a room for $600/nt so he said he was going to keep looking for a less expensive hotel (now 7:30pm). The call was disconnected. The second call to a relocation specialist ended in finding a room but was not able to accommodate four people and was disconnected after being on the phone/on hold for 1 1/2 hours (now 9pm). The third call to a relocation specialist ends in there not being a room to accommodate us, at which point I burst into tears. Thank God for a mellow baby and the front desk of the sold out hotel for letting us use their phone, sit in their lobby, find us a room at the Inn at Laurel Point and finish waiting on hold for Expedia to come back on the line in an effort to resolve the problem. So when we got home we called expedia to ask for the difference in price since we had to book a higher rate due to emergency (on our own, expedia left us homeless on the victoria streets and had a painful indifference about it), we again had to wait an hour online, only to have a ""manager"" say she couldnt do anything for us, put us on hold for an hour before we got hung up on. After another hour on hold we got connected to a ""person in corporate"" who basically had an ""i dont care"" tone and refused to do anything for us other than a $50 credit. She had no interest in helping us, nor did anyone there, they basically put you on hold so long and hope you go away. I dont say this loosely or lightly, this is far and away the worst customer service experience i have ever had and the sleaziest company i could imagine. If anything, i just want to warn people so they don't get screwed and then told to go away as we were.",price change
"Best Price Guarantee. I submitted a claim within the 24 hr time period with the EXACT same flights that I had booked with Expedia, showing them the cheaper price on another travel website. They e-mailed me back (not within their 72 hr time frame) but 4 days later saying my claim was denied as 1 of the flight numbers in my screen shot was cut off. I called and spoke with someone and they said to re-submit the screen shot and that they would make sure as I was on the phone with them that all was o.k.- they verified they received it and all was good and that it was in the que to be processed. I then received another e-mail back saying that it was denied because it was a ""duplicate"" claim?? I then spoke with a Manager on the phone and basically they said ""too bad"" it was denied?? WHAT a joke!!!!! I will NEVER book with them again!!!",price change
"I will never use expedia again!!!!. My husband and I have been saving for vacation for awhile and finally get enough money to go. I booked a room with Expedia last night. It said it was $450 for an Ocean Front room at the HILTON on the boardwalk - included all taxes and resort fees, also said free cancellation. Once I put in my card number, it charged me $390 dollars. (Which was fine, it said it was going to) then the confirmation came that we got a ""Sunset View"" room and there was a $15 dollar resort fee per person per night plus a $15 dollar resort parking fee per night. Also said there was no refunds after I have already paid!!! This takes my total to over $700 dollars for a four night stay in a room where I can look at the parking lot!!  I called the Hilton to get the issue resolved. They explained that this happens a lot with expedia and there is nothing they can do about it that I needed to contact expedia. I contacted Expedia, they have to get permission from the Hilton to cancel the reservation and give me a refund. While I realize the Hilton is not at fault for Expedia's mistake, they did nothing to help in anyway and refuse to refund my money! I will never use the Hilton or Expedia again!",price change
"False Advertise and Hijack you at the Hotel Counter - Class Action Suit. During the Last 6 weeks I have used Expedia to reserve a room at two different hotels twice.  On both occasions the website advertised rooms at a fairly low price $87 - $116.   The first time, I got to my hotel, it was not until that I was standing at the counter that I was informed that my reservation was for 6 months later (November 2016) and BTW it was a non-refundable room.  So I had to spend 2 hours at the counter trying to get them to undo their ""MISTAKE"".  Their computer reset my reservation dates for six months later.  I informed them that this was not my mistake and that they needed to fix it.  So as I am trying to resolve this they (Expedia) offer me the room at a rate that is about a 75% higher.   I believe that they are doing this on purpose.  Because when your tired and standing at the hotel counter who wants to deal with this.   So most people just pay.  But that's not me.  I finally was able to get them to remove the non-refundable charges for the room thanks to the help of a kind desk clerk.  I still had to pay 10% more for the room.  The second time this happened I caught the mistake right away.  When you click on the button to move forward with the reservation it changes the dates for six months later.  So this time the reservation was for December 2016.  So once again I had to go through a whole process of getting them to remove the ""non-refundable"" charges.  Now consider this; when I talked to the Expedia people they were not even surprised that this had happened either time.  So I believe that they know exactly what is happening.  Because they went through the process like they had done it before.  So here is the scam: They get you to make a reservation and then change the dates through a ""computer glitch"" which they take no responsibility for.  When I asked the Expedia person for a receipt stating that I would not be charged they said that they are not able to provide this.  I believe that this is their way of covering up and preventing the existence of their business practices because there is no paper trail.   Expedia you are setting yourself up for a class action lawsuit and I am also going to be complaining to my state solicitors office and letting them know how you are doing business.  Regardless if it is a scam or just bad business, it is wrong.",price change
"With a pre-arranged, one day rental, Price doubled!. With a pre-arranged rental, and after arriving at the out-of-the-way, mini (Budget) rental office in St. Augustine, FL., by cab, I was informed the price had mysteriously doubled! Expedia ""customer service"" essentially said ""tough"".  Budget of course,  said ""Tough"". The cab was gone, I was on foot, so what to do? Then, the *** Budget car trunk wouldn't open, the driver's seat wouldn't adjust, and the (Florida) air conditioning system had a mind of it's own! Drove the SOB to Tampa, turned it in, and, of course, the Budget guy could have cared less!  A plague on both their houses!",price change
Flight Change. Need to change a leg of the flight from Bangkok to Brisbane.  I did check around and found them to be the cheapest price only to find now I could buy the tickets cheaper. That was my fault but they wanted to charge me $300 + for the change.  Costs $100 from the airline to change one ticket .  What a rip off.  I am really pissed.  Spent 50 minutes trying to work it out.  They only told me when I said it was not going to be more than $100.  Could of told me 30 minutes earlier.  Will not use them again and will not be recommending them to anyone else either.  We flight up to ten times a year.  This is the first and last time I will be using them. How *** do they think the public is.,price change
"Charged me 4 TIMES and am getting no where with getting credits. I have been on the phone going on 4 hours (total) with expedia trying to get credit for 3 incorrect charges.  They kept telling me my card was not working, I thought it was the new chip feature so I kept giving her numbers-up to 4 credit cards. On the 4th one I said if this doesnt work, never mind-immediately she said we are good dont worry.  Next day I find out ALL of the cards were charged and they didn't catch it (in fact one of my cards was shut down for fraud activity and I had to call them)--now I either cant get anyone that I understand, or cant get anyone that listens and understands what I need done.  They are confused.  Come on, look at the account-they acknowledge they charged me incorrectly all those times, but can't seem to keep their word and call the banks to get it corrected.  My second bad experience with Expedia within 2 months.  I write this as I am on the phone-over 4 hours now total trying to get a resolution and my significant amount of money back.  I want the trip-keep the money I owe-give me back the rest!  Ridiculous way to do business and customer service!",price change
"EXPEDIA SUCKS!!!!!!  CHARGED TWICE. BOOKED TO FLORIDA WITH EXPEDIA LAST MAY AND PAID THEN. WENT IN FEBRUARY TO HOTEL AND BOOKED IN. WAS TOLD THE ROOM WAS ONLY $250 PER NIGHT BUT GOT CHARGED $350 A NIGHT FROM EXPEDIA. THAT'S NOT BAD ENOUGH WHEN I CHECKED OUT THE HOTEL CHARGED ME $250.  I GOT HOME I CALLEDEXPEDIA TO GET REFUND AND THEY TOLD ME TO CALL THE HOTEL THEY ARENT RETURNING ANY MONEY INCLUDING THE $200 THEY OVERCHARGED ME IN THE FIRST PLACE. I'M STILL TRYING TO GET MY $ BACK!!!   EXPEDIA SUCKS DANNY B  WAKEFIELD, MASS.",price change
"Scam. My sister-in-law and I were booking the EXACT same trip at the exact same time for a family reunion. We were on separate computers and step for step did exactly the same thing. We both pushed ""BOOK"" at the end of the process, and hers went through. I got a pop-up saying how sorry they were, but mine would cost an extra 253 dollars. I called the next day and could not get through. I called the following day, explained my situation and was told by a helpful agent that they were sorry and I would get a refund for the difference between my price and my sister-in-law's. That was January. Still no refund. I called again today and was told that they cannot give refunds and that sometimes things are no longer available at a certain price (one second later!!) I checked with the hotel, which had not raised its prices. I booked my granddaughter on the same plane a week later through Expedia at a cheaper price. So it was not the plane or the hotel that raised its price in those seconds after I pressed BOOK. It was Expedia. Today I asked to speak to a manager, and after an endless wait, I was put on with a manager who was immediately disconnected. They never called back despite asking me several times how they could reach me if we got cut off.",price change
"I just received my credit card bill and have been charged twice for these flights!!!! $2,986.52. I have now been on hold with Expedia for an hour and sixteen minutes trying to resolve this!!!!",price change
"Oh, and I understand that the airlines set their fees for changing the flight.  But when it takes hours to re-book over the phone, all those minutes the prices on the flight that I need are going up!  From the time the first call was made this morning to when it...",price change
"Expedia is a Rip Off!. I had scheduled a trip to Seattle for March 23 returning on April 5. I paid $455.00 It was a non-refundable flight and I was aware if I had to cancel or make a change, I would have to pay an additional fee of $125.00.  Unfortunately, due to an illness in my family, I had to change the flight to leave a week earlier.  I did not need to change the return flight.  I went onto Expedia's website and the flight leaving on March 16 and returning on April 5, the flight cost $392.00 so I figured if I changed it, I would only need to pay the difference after adding the $125.00, which to me would have been an additional $62.00.  When I contacted Expedia to change it, they insisted the flight cost was $431.00 (even though I was looking at their website showing the price as $392.00), I would lose the additional $24 plus I had to pay the additional change fee of $125.  Because I had no choice as my mom is really ill, instead of paying $517.00, I paid $580.  I will never use Expedia again.",price change
Additional charges (290 USD) by Air India with no explanation or authorization. I booked a package and had additional charges made against my debit card 3 days after he original amounts were charged. Talked with Expedia (who refuse to deal with claims via email so you have to repeat all the details over and over again) who told me that I had to talk with Air India. Contacted Air India who told me I had to talk with my travel agent (Expedia). Contacted Expedia and they insisted that I stay on the telephone while they tried to call Air India. Never got anywhere. Two completely useless companies. I am down 290USD to two companies that don't give a *** about their customers. Best avoided in the future. Joe Davison,price change
"Fraud?. Less than a week ago I booked an economy flight to Brussels on Expedia and was charged over $1,500. The price of the same flight today is $800. I checked with the airline and the price of the same flight was around the same when I booked it. The cost of this flight was never close to $1,500. So where has the extra $700 gone?? I phoned Expedia. It took over 2 hours to speak to a Manager in the worst Kafkaesque customer service I have ever experienced. The obtuse and extremely rude, customer service Manager, Sheridan Martin of the Expedia Office in Bellevue, WA told me that they weren't going to refund the difference and that I should contact my lawyers. Is this fraud? Do not ever ever use this company.",price change
"Well, after being on hold for at least 40 minutes, the support guy kindly informed my that they would be able to change the date of my return flight, for a price that was almost DOUBLE of the original flight. ",price change
"Where I've always been charged a nominal fee (generally in the $200-400 dollar range) to change a plane ticket in the past when dealing directly with airlines, Expedia happily told me that it would cost $1300 dollars (over twice the flight value) to change the return date.",price change
"Well, that's over twice what a round trip ticket will cost, never mind one way, so obviously I declined. ",price change
Expedia has charged me double for one of my booking. I enquired about this and their answer was that there are price changes in real time &;;; they cant fix it. ,price change
"I booked two nights hotel on Expedia about one month ago, now I found the hotel price dropped about $100 per night, Expedia has price warranty policy, so I contacted them by phone and by email, they found all kinds of excuses not to make the price adjustment form, I sent them 6-7 emails, with screenshots of the current price, first they miscalculated the price and tax, then they said the screenshot didn't include cancellation policy, then they said they don't accept two screenshots, everything has to be on the same page... while all these can be resolved if they just go to their website and pull the information out. I am really disappointed and never use Expedia again.",price change
I have tried to book a car at price $198 but unfortunately the price got altered at checkout step. The current price that they show is $250. ,price change
"Becareful when rebooking, they trick customers!. Customers: please listen. In case you happen to think of re-booking with expedia...be-careful! they are tricking customers. This is their scam: They tell you a wrong fee for re-booking. When they send a receipt, you will see a different price. I lost lots of dollars. They take all money for the initial booking! The air line will charge you penalty, they will also charge you a penalty weird!!!! They cannot even tell explicitly best deal for the customer, what they want is money. I am really annoyed. I think some customer representatives need to learn that tricking a customer is not the way to make the company rich. It is a way to make a company poor!",price change
The bar is a little on the expensive side. Drinks are very small for the price and it was not as it was mentioned in the site.,price change
" They never even gave me a discount for lack of this facitility or even notifying me as I made my reservation months in advance, I also did not like having to park outside of the parking garage only cause I was riding a motorcycle the parking garage was for cars only. I felt as though I was a second class citizen, no laundry facility service or machines . Not worth the price mentioned on the site",price change
For the Room which was shown on the site showed for a cheaper price and after sometime when I looked again it was not there for same prayer. Instead a new room came with higher price for same room ,price change
Price did not fit the size of the room. It felt more like a cubicle. It became costly after I tried again,price change
Provided breakfast is just bagels and doughnuts + tea/coffee. I'm not sure how that qualifies as continental! Beds are very small but OK for a relatively small couple - would be uncomfortable if you are much over 6 feet. Rooms are small but that's the only way you are getting a room at this price in this location. The breakfast included was not for all the person. It wsa one per room and it was not mentioned in the site,price change
Room and bed were tiny - not even a queen bed. Bed took up most of the room. Breakfast was coffee and a bunch of cold bagels. Bathroom was also tiny. Not worth the exhorbitant price at all. Not worth the price ,price change
Breakfast was not very large for the price of the hotel. The breakfast added so many optional which was not mentioned in site on the time I booked,price change
"Expensive of course, wish the hotel restaurant was more reasonably priced because we wanted to go but couldnt justify. We had to pay at hotel more than what was mentioned in the site",price change
"Was a bit pricey, but may be that was the season and the timing (March 17, it was a music festival at Miami Beach). Good: Very clean and stylish. Very helpful staff.",price change
service and staffs are not fully trained and don't smile. Not worth the price,price change
"The pool was not mentioned as included in the price at first, but later it was include and also with a higher price than before. The price was fluctuating many times when I tried to book.",price change
The restaurant was less the expected. Food was cold and cleanliness thought-out the restaurant wasn't appetizing. For the prices and advertising it didn't come close. The Booking was overpriced,price change
 Little Pricey with price changing every 30 minutes,price change
I liked everything besides the price. It was overpriced and the price was changing very frequently,price change
"Construction at hotel, but obviously it has to be done at sometime or another. Realize that was just just bad luck on out part. Thought the price for the hotel was a little high. ",price change
" I wish breakfast was included in the price. The Breakfast was mentioned at the site, but when I boked it was not there",price change
"There was an anti-noise device plugged into each of two sockets to compensate for the fact they are in a noisy road. In fact, this emits itself a loud roaring sound. When unplugged, things were fine. The road noise was not bad at all (we were on the 12th floor). One of the senior staff kindly refunded a breakfast bill given this and another issue (cordless phone by the bed wouldn't stop beeping through the night). The restaurant and room service were extremely expensive. There was a slight sense too that some of the decor (wood-appearance veneer on cabinets, shower curtain not panel ) was a bit cheap and scuffed given the price.",price change
"It's good hotel , but the price it's so expensive !!!!. Good: it's good hotel , but the price it's so expensive !!!! And the price fluctuated while I tried 5 times",price change
Parking was very pricey. No discount for staying at the hotel. Walking too far away at night is very uncomfortable but during day it is great fun.The parking price was not mentioned in the site,price change
 Happy hour prices to expensive which was changing frequently,price change
"Breakfast was not included and in my opinion too expensive, especially for guests of your hotel. They told us it was a buffet and 15 per person. We didn't even check it out at that point. The price changed when I reached the hotel",price change
Way overpriced. Room was overdesigned faux industrial window box. Bed not comfortable at all. The price was changing like ECG,price change
Dropped in for advice on a good Japanese restaurant. The concierge seemed perplexed and said he would call or email with info. He never did. In fact there was a great sushi just in front of the hotel. Very strange. When I called the concierge from outside the hotel I was put on hold and left on hold. I could have died on hold. The rooms need a facelift and I have stayed in better for half the price. The restaurant for breakfast is soulless and very expensive and not up to much. Regarding the above you have many comments on TripAdvisor about the same so why not do something about it.,price change
The prices of the SPA treatment are quite expensive. If you go to most expensive SPA in Dubai the treatment can varies between USD 120 for normal facial cleansing up to USD 500 or 600 for a full package of 4 hours . Yet here the minimum starts at USD 280/- excluding the taxes! I had to pay money again and again for all and it was not mentioned the site,price change
It's a little pricey and it was not as mentioned in the site which showed exorbinant price,price change
"I paid over 190. The pictures looked nice but they were deceptive. The outside looks like a Motel 6. The rooms were nice on the inside with modern decor but the staff was extremely rude. I travel a lot, domestically and internationally. This was a very unique experience in the way I was treated upon arrival. I would not recommend this hotel. I should have either stayed at a bargain hotel or went for it and spent the 400 to stay at a nice place downtown.",price change
"This place was a dud..Swimming pool was more like a bath tub... The view from the balcony was of a traffic light....Location is not bad, but not next door to vineyards...Worthy of no more than 75-90.Thank you for your review. We are always trying to lead in the best value in the Napa Valley. During the Harvest Season the demand is very high and we are inline with our competition and our average rate is one of the lowest in the valley.",price change
"Hotels can be pricey in Napa especially at peak times. I was coming to BottleRock, America 's newest music festival and didn't want to drive home nightly. I booked this motel right away because I knew there would be a big demand for local accommodations. The Best Western is located at the edge of town. It is a healthy walk to town. For BottleRock a shuttle picked up guests right out front and carried them back after the show. The hotel rooms are clean and spacious with the amenities you would need, including a small refrigerator and microwave. The hotel has a pool and a Denny's is hooked to the building. The hotel gave out a coupon for breakfast at Denny's. The desk staff at the hotel were friendly and helpful. This is a decent place to stay. Prices fluctuate so you have to check aroundThank you for your review and hope to see you before next years Bottle Rock!I saw this same room with cheaper rates",price change
The price was a little steep for the Location which was changing all the time,price change
"I was charged 244 for a one night stay in a very average room, I expected far better for the price sadly this is a similar standard of a holiday inn or days inn who are far cheaper.",price change
The price and facilities were changed fter I booked,price change
" We felt that the hotel was overpriced for the amount we paid. Neither my wife nor I felt that it was worth 265 a night. We make it a point to stay at Hilton properties whenever possible, and this was our first visit to a Hilton Garden Inn it will probably be our last.The pricw sas changing all the time ",price change
While this is a very nice hotel I can't say that it is better than others in the area charging a lower price. Considering how much they charge you'd think they at least would offer a continental breakfast. Breakfast availabilty is not mentioned acoording to pric on the site,price change
While this is a very nice hotel I can't say that it is better than others in the area charging a lower price. The price and hotel facilities were changing all the time,price change
"Overall the hotel is ok, except we had to ride for about 30-45 mins to find a decent resturant because the one that was located at the hotel was closed due to a family reunion. We tried to the book but the price was changing all the times",price change
The breakfast availabilty price was varying all the time ,price change
" Problem, Expedia did not get me the best price on my room..... WHY.",price change
The pool usage price was changing all the time,price change
" Hotel restaurant was good but a bit pricey, the price was changing when we take up parking",price change
The price about the room were changing all the time and I got mad while trying to book,price change
The Availabilty for car with romm was pricey considering that there were many cars available in the place,price change
"rental Review from Hollywood, Florida. Reserved a car in Montreal with Payless rental through Expedia. Expedia gave us a gauranteed price.  Payless, overcharged us by approx. $400.  When we complained to Expedia they gave us the run around. They said they are not liable.  They even refused to take refund",refund
"Travel Refund. I've had a nightmare experience with Expedia so far, and it is continuing.  I booked and paid for flights from Melbourne to Bali on the 15th of January 2016. The cost of the flight to Bali was $248, I wish to change the date to the 9th (and book extra accommodation with them). This flight cost $268... Expedia wish to charge me over $600 to do this, saying that it is due to fees from the Virgin. I called Virgin, they have told be that the fee is $80 for the transfer and $20 for the difference in the flight cost. I called Expedia back relaid this information and they basically told me I was lying.  Expedia has been nothing but rude to me,  and unhelpful, treating me like I was simple. I suggested that Expedia give me a full refund because my faith in the company has diminished,",refund
"Expedia booking Review from Burren, Northern Ireland. Do not book with Expedia/Trivago!!!!!!(same company). I am still owed a refund from August because of a fault on their part. This is my experience with them: I searched for accommodation for 7th-8th August 2015 on Trivago, checking several times that I had searched the correct dates. Chose to book Eden house in Key West.  After having driven the 4 hour drive to key west from Miami we went to check in to the hotel. We then were told that we were booked in for the 28th August 2015!  The lady who worked at the hotel said that this has happened before and that if the hotel is not available sites such as trivago change the date to one that is available.  Eden house were fully booked and so we were unable to stay at the hotel. The lady checked for other hotels for us but there were none available under 350 dollars as it was a special festival weekend and the ones that were available were at the other side of the island.  Several weeks later I received an email from Expedia advising me that they had contacted the hotel and that I needed to call them so that they could process the refund. I explained that it would cost me a fortune and that I would like to be put through to a manager. Instead of dealing with one person, I had emails coming through from several different people one explaining that they needed to contact the hotel before being able to promise a refund. I was so frustrated because they had already contacted the hotel!!!!! They had clearly not looked at the string of emails prior to this one. It was clear that no one understood what I was saying and that they were clearly filling in a template of standard phrases.  I felt hopeless and worried that if I did ring this number it would not only cost me a fortune but I would be put through to someone who would tell me something different and that it would never get sorted. I contacted the hotel, put me on hold several times and eventually he managed to arrange a refund.  I then asked if there was anyone I could contact to complain as I felt I deserved compensation for the cost of my phone calls and for the hassle it had caused me. it's been two and a half weeks and the refund still has not come into my account! So now I am short of $265 dollars for the hotel and about �90 through phone calls. ",refund
"Expedia canceled my hotel. and act like was not a problem.. After traveling 10 hours by plane to London (3600 miles) I got to my hotel they booked for me to find my reservation Quote""your resv. was canceled by Expedia"" per the hotel manager. Great just what I need. I had to pay cash $1400.00 {900 pds} to stay in some barely furnished flat. On an old spring mattress, not remotely comfortable, and a foton, some choice. It was not the accommodations I had booked originally.I need a refund for this booking",refund
"Expedia Cancellation Policy Review from Weybridge, Surrey. I booked into the The old court Hotel through expedia.I had to cancel the booking 2 days later for family reasons. This was well within expedia's cancellation policy and they advised that I would be refunded within 5-7 days. 25 days later I have not received the credit. Despite numerous e mails to customer support (always a different consultant) I am no further forward. Surely a company like expedia values its customers more than that.? Or does it ?",refund
"customer services. i bought lufthansa flight ticket from expedia. And at the date of flight i heard from internet that lufthansa has strike and flight are cancelled. i did not inform by expedia. i called to expedia and maybe 3 times each 2 hour spoken to have refund of ticket. they are trying to not refund at making you spend more and more time. lufthansa said i can only solve problem with expedia. And expedia did not refund . i could nor solve problem. when they are selling ticket everything is online and easy. but when you cancel or having any problem , you have to call them and listen their music only.",refund
"EXPEDIA SUCKS. I'm so upset! I purchased a round trip ticket with Insurance, all I wanted to do was cancel my flight and they started giving me hassle. I changed my destination and they charged me an arm and a leg to do so, when they clearly said it was no hassle to change. After blasting them on the phone and telling them I was going to expose them to thew news and media, they refunded me my money and two days later they went back into my account and took it out again without my consent. I have spoke to 5 different agents and 1 supervisor, none of them are helpful especially the supervisor, she hung up on me claiming not to hear me properly. I'd say I've wasted 5 hours on the phone altogether. Do yourself a favour and do not book with expedia, they suck. They're liars and all they care about is money.",refund
"Double Booking Charges !. I used Expedia.com on Oct 22 to book a flight. After picking all the flights and inputting credit card info, the webpage displayed a message stating"" We cannot book your flight at this time"". So i logged out then back in again and book another flight. Second attempt all went fine with no error messages. After checking my credit card on-line after receiving two different intiniaries, I realized I was charged on both bookings. ",refund
 After missing an outbound flight Expedia was called to see if the the return ticket could still be used if a new outbound flight was booked one way.  They said yes they would not cancel the reservation.  When it came time to take the return flight at the airport we were told that we had no flight and the reservation had been cancelled by Expedia.  Expedia says nothing they can do it it the airline's policy.  The airline (airfrance) is saying it is Expedia and they should at least give us back taxes and fees.  Catch 22 with both companies sending us back and forth..meanwhile we are out $1500 ! I need a full refund,refund
"Expedia booking Review from York, York. We went in holiday to Spain and had a 1 night stay booked via Expedia in a hotel in barcelona . Which , 3 days before we decided to cancel using the automated service . It was very clear that the booking was cancelled and there would be no charge . However after we returned home we found that the money for the hotel had been withdrawn from our account .  In the meantime we are over �150 out of pocket .from this review I suggest you make up your own mind about whether or not to book with this company :( I need a refund",refund
"They dont care if your sick. we booked a hotel room and the day of the trip we woke our son who was up all night with a stomach virus we called them at 8 am that morn! Wing and they said NO PROBLEM THEY WOULD TAKE CARE OF IT and get back to us,  well they didn't take care of it they billed us for the whole room and never got back to us at all! when we called after getting an email for the full amount they said we need to cancel the day before, but how did we know he would get sick I asked what if someone died and they said we would have to see! What does that mean! the hotel said NEVER USE THEM, BUT THAT DOESNT HELP ME GET MY MONEY BACK",refund
Expedia booking Review. Went to the website to book a room for the same night and they booked it for two weeks later the said i could change the dates. Not they said i would have to pay for another charge because the motel would not wave the fee.  Super 8 in mckinney tx and expedia sucks.  No one could do anything.,refund
"                Booked flight on Delta air 1 way to Miami for Jan. 30 2016 with expedia. Flight was from Milwaukee, Wi to Atlanta leaving milw at 1:55 P.M. arrive Atlanta 5:00 P.M. Depart Atlanta 6:15 arrive Miami 8:09. Notified via Email 8:04 P.M. Oct. 10 that Expedia received notice from Delta that they (Delta) had made changes to the flight.Next line (word for word) Expedia has accepted the updated itinerary,reflected below,on your behalf. It is not necessary to call us to confirm.What followed was the ""NEW"" flight details that they were so quick to accept for me. Depart Milwaukee at 4:35 P.M. (2 hrs 40 min. later than orig. flight) arrive Detroit(6:58 P.M. what happened to Atlanta?) Arrive Miami 10:53 P.M. (2 hrs. 44 min. later than orig). Got on phone and politely told agent this was not acceptable and I would like to cancel or find a flight more like orig  flight.Back and forth,on phone for over 1 hour and she finally came back and said there was nothing they could do..I explained what happened and that I understood if they were not able to help me due to the fact I foolishly trusted Expedia.     Expedia F MINUS               ",refund
"Refund. I reserved a hotel room at the Sandman Hotel in Montreal Canada,  was charged immediately.  I called the hotel to cancel (which I had to cancel before 4 pm on the day on arrivial)  I cancel in the allotted time and did not receive a refund.  the hotel told me to call Expedia.  I called Expedia and they canceled the hotel but I did not receive a refund.  Expedia told me this was the hotel policy and that they could not do anything for me.  I could not even get a refund for the second night.  WHAT THE *** KIND OF BUSINESS IS THIS.  NO HELP FROM ANYONE!  I CALLED THE HOTEL AND SAID THEY SAID THAT WHATEVER EXPEDIA HAS ON THEIR WEBSITE IS WRONG AND THAT I HAD TO HAVE CANCELED 24 HOURS BEFORE MY ARRIVAL! 4 DATE",refund
"Won't return my money after cancelling booking - thieves!. They cancelled my booking in May (due to flight reschedule that didn't work for us) and promised a refund. They still have my money. Every time I call they say it will take another 5-10 working days, that's just their way of getting you off the phone. It's now been 5 months! I call customer service regularly, last time they promised to escalate the case and get back to me my the next day. That was 2 weeks ago. I have received emails from Joanna Young of the Global Customer Operations - Social Media Escalations Team who has also promised several times to get in touch, but never does. They are holding onto several thousands of my money. They are thieves.",refund
" I was upset that Expedia didn't send an  approprioprate notice of prepayment of room  that was booked online.  The hotel also charged our credit card/debit for the room upon checkout. (different card) Although the hotel did say they will refund the charge, (Only because I found the charges were duplicated and called them  ) Expedia took no responsibility and also their charge was MORE expensive. I thought at least they would price match the difference but the rep and their supervisor were ""rote"" with no apology and were even a little rude. I no longer will use their site",refund
"Never use Expedia. I made a reservation online with Expedia.  The exact words off the website describe the room has ""furnished balconies with partial ocean views""  NOT TRUE.  We called to verify our room today before leaving and Expedia said our room is in the Five Seasons Portion which has no balconies, no ocean view, and you really need to drive to the ocean.  We called Expedia to rectify this, change our room or just cancel so we could get a room we desired.  After talking to 10 people we got nowhere.   I say a contract is null and void if they can't keep up their end.   WE did our part.  We paid the money, but it is fine for the room to be totally wrong, and we shouldn't get compensated at all!   They wanted to charge us for the cancellation!  WE DIDN'T DO ANYTHING WRONG!! They DID.  Whatever happened to customer service?  Pay the extra couple of dollars somewhere else and save yourself the heartache. But we did not get our monry back",refund
"Expedia booking Review from South Lyon, Michigan. Expedia overbooked me into a hotel (Los Angeles Adventure All Suites Hotel) then tried to rebook me into this same hotel again when I called to rebook. I called again and was booked into another hotel. Now I ask for a refund for the charge of the first hotel, Expedia said they couldn't because the hotel wouldn't. I did not stay there because they had no room left. Total disgusted by the Expedia customer service.",refund
"Worst Experience, Extremely Poor customer service. ""Do not use Expedia"" without causing yourself heartache if anything goes wrong. My Husband and I booked a holiday in Bali through Expedia, been together for 21 years and finally got to take a holiday. The night before our flight was to leave Virgin Airlines text my husband to inform him our flight was cancelled due to volcanic ash over Depensar Airport though the very next flights in and out were commencing. My husband tried phone Expedia to find out what we can do, after many attempts he finally got a female telling him she could not access our records to phone back, so my husband did the very next day and was told the same thing. At this point I was very upset knowing our holiday was not going to happen. My husband phoned Expedia again to see if we could get some sort of refund or reimbursement and my husband was basically called a liar by the gentleman over the phone and after my husband repeating our story many times and asking for help was told, Expedia would not help him because they did not believe him and kept repeating to my husband 'sorry Sir I do not believe you' after many attempts to explain it my husband ended up hanging up in frustration. They do not want to know us or believe us or wanted to help us, they are very rude and disrespectful. All our money went straight down the drain :(",refund
"Ghastly hotel, TRIPLE charges despite incomplete booking and cancellation. A week and a half ago, I went to visit with an out-of-town friend who was in Atlanta for the weekend. He looked on Expedia and found a reasonably priced hotel (the College Park Travelodge at 2788 Forrest Hills Dr SW, Atlanta, GA 30315) that looked simple but clean and thought he'd made the booking. However, when we got to the hotel, we found things drastically different.  Click here to pay and complete your transaction through Expedia.com"" or something like it. The clerk quoted us a price to book an identical room to the one on the Expedia page (for slightly LESS than the amount Expedia would have charged). The clerk had a great deal of difficulty establishing the lack of a booking in the first place and then using the exact same information to check us in immediately thereafter, and we were privy to two episodes of sexual harassment by one potential guest against female guests while we waited.  From all I've read in the last hour and a half, this situation is standard fare for Expedia users, and my review is only one of many. I will never use Expedia and will actively discourage friends and strangers from doing so. I only hope other consumers educate themselves better than we did before conducting business with any travel site.",refund
